state,state_abbr,event_title,event_start_date,event_end_date,event_type,summary,dashboard_relevance,source_name,source_url,source_type,scraped_text_excerpt,confidence,proposed_blurb,review_status,date_accessed,notes,context_priority,state_specificity,verification_status,app_candidate,approval_recommendation
Louisiana,LA,ACA Medicaid expansion in effect during dashboard period,2016-07-01,,Medicaid expansion,"KFF reported that Louisiana implemented the ACA Medicaid expansion on July 1, 2016; because this predates 2019, it is included as structural context for the 2019-2026 dashboard period.","Expansion status may help contextualize adult enrollment levels, application volume, and state-to-state differences in program mix and coverage pathways.",KFF State Health Facts: Status of State Action on the Medicaid Expansion Decision,https://www.kff.org/affordable-care-act/state-indicator/state-activity-around-expanding-medicaid-under-the-affordable-care-act/,kff,,medium,"Louisiana was an ACA Medicaid expansion state during the dashboard period, a structural difference that may help contextualize enrollment and operations patterns.",needs_review,2026-06-22,Implementation predates 2019 but shapes the program structure observed during the dashboard period. Second pass: retain as structured expansion background; too generic to use as the main dashboard blurb by itself.,background_context,structural_background,verified_reputable_secondary,no,background_only
Louisiana,LA,12-month postpartum Medicaid coverage extension implemented,2022-04-01,,postpartum extension,"KFF reported that Louisiana had implemented a 12-month postpartum Medicaid coverage extension as of March 19, 2026. CMS approved Louisiana's state plan amendment on April 1, 2022.","Extended postpartum coverage may help contextualize postpartum retention, maternal coverage continuity, and program mix in public enrollment counts.",KFF Medicaid Postpartum Coverage Extension Tracker,https://www.kff.org/medicaid/medicaid-postpartum-coverage-extension-tracker/,kff,,high,"Louisiana had implemented a 12-month postpartum Medicaid coverage extension by April 1, 2022, a policy context that may help explain postpartum coverage continuity in the dashboard period.",needs_review,2026-06-22,"CMS approved Louisiana's state plan amendment on April 1, 2022. Second pass: retain as background; postpartum extension is useful but should not be the only blurb unless no stronger state-specific context is found.",background_context,weak_generic,verified_reputable_secondary,no,background_only
Maine,ME,ACA Medicaid expansion in effect during dashboard period,2019-01-10,,Medicaid expansion,"KFF reported that Maine implemented the ACA Medicaid expansion on January 10, 2019.","Expansion status may help contextualize adult enrollment levels, application volume, and state-to-state differences in program mix and coverage pathways.",KFF State Health Facts: Status of State Action on the Medicaid Expansion Decision,https://www.kff.org/affordable-care-act/state-indicator/state-activity-around-expanding-medicaid-under-the-affordable-care-act/,kff,,high,"Maine was an ACA Medicaid expansion state during the dashboard period, a structural difference that may help contextualize enrollment and operations patterns.",needs_review,2026-06-22,Implementation date falls within the dashboard period. KFF lists ballot initiative adoption as Yes (November 2017). Second pass: retain as structured expansion background; too generic to use as the main dashboard blurb by itself.,background_context,structural_background,verified_reputable_secondary,no,background_only
Maine,ME,Expansion implementation details or follow-on policy actions noted by KFF,2019-01-10,,Medicaid expansion,"After a November 2017 ballot measure, implementation was delayed until January 10, 2019, with coverage retroactive to July 2018.","Implementation details such as ballot measures, litigation, delayed implementation, or waiver conditions may help contextualize changes around expansion timing and program operations.",KFF State Health Facts: Status of State Action on the Medicaid Expansion Decision,https://www.kff.org/affordable-care-act/state-indicator/state-activity-around-expanding-medicaid-under-the-affordable-care-act/,kff,,high,"After a November 2017 ballot measure, implementation was delayed until January 10, 2019, with coverage retroactive to July 2018.",needs_review,2026-06-22,Pulled from KFF state-specific footnote on the expansion tracker. Second pass: retain as structured expansion background; too generic to use as the main dashboard blurb by itself.,background_context,structural_background,verified_reputable_secondary,no,background_only
Maine,ME,12-month postpartum Medicaid coverage extension implemented,2022-06-16,,postpartum extension,"KFF reported that Maine had implemented a 12-month postpartum Medicaid coverage extension as of March 19, 2026. CMS approved Maine's state plan amendment on June 16, 2022.","Extended postpartum coverage may help contextualize postpartum retention, maternal coverage continuity, and program mix in public enrollment counts.",KFF Medicaid Postpartum Coverage Extension Tracker,https://www.kff.org/medicaid/medicaid-postpartum-coverage-extension-tracker/,kff,,high,"Maine had implemented a 12-month postpartum Medicaid coverage extension by June 16, 2022, a policy context that may help explain postpartum coverage continuity in the dashboard period.",needs_review,2026-06-22,"CMS approved Maine's state plan amendment on June 16, 2022. Second pass: retain as background; postpartum extension is useful but should not be the only blurb unless no stronger state-specific context is found.",background_context,weak_generic,verified_reputable_secondary,no,background_only
Maryland,MD,ACA Medicaid expansion in effect during dashboard period,2014-01-01,,Medicaid expansion,"KFF reported that Maryland implemented the ACA Medicaid expansion on January 1, 2014; because this predates 2019, it is included as structural context for the 2019-2026 dashboard period.","Expansion status may help contextualize adult enrollment levels, application volume, and state-to-state differences in program mix and coverage pathways.",KFF State Health Facts: Status of State Action on the Medicaid Expansion Decision,https://www.kff.org/affordable-care-act/state-indicator/state-activity-around-expanding-medicaid-under-the-affordable-care-act/,kff,,medium,"Maryland was an ACA Medicaid expansion state during the dashboard period, a structural difference that may help contextualize enrollment and operations patterns.",needs_review,2026-06-22,Implementation predates 2019 but shapes the program structure observed during the dashboard period. Second pass: retain as structured expansion background; too generic to use as the main dashboard blurb by itself.,background_context,structural_background,verified_reputable_secondary,no,background_only
Maryland,MD,12-month postpartum Medicaid coverage extension implemented,2022-08-16,,postpartum extension,"KFF reported that Maryland had implemented a 12-month postpartum Medicaid coverage extension as of March 19, 2026. CMS approved Maryland's state plan amendment on August 16, 2022.","Extended postpartum coverage may help contextualize postpartum retention, maternal coverage continuity, and program mix in public enrollment counts.",KFF Medicaid Postpartum Coverage Extension Tracker,https://www.kff.org/medicaid/medicaid-postpartum-coverage-extension-tracker/,kff,,high,"Maryland had implemented a 12-month postpartum Medicaid coverage extension by August 16, 2022, a policy context that may help explain postpartum coverage continuity in the dashboard period.",needs_review,2026-06-22,"CMS approved Maryland's state plan amendment on August 16, 2022. Second pass: retain as background; postpartum extension is useful but should not be the only blurb unless no stronger state-specific context is found.",background_context,weak_generic,verified_reputable_secondary,no,background_only
Massachusetts,MA,ACA Medicaid expansion in effect during dashboard period,2014-01-01,,Medicaid expansion,"KFF reported that Massachusetts implemented the ACA Medicaid expansion on January 1, 2014; because this predates 2019, it is included as structural context for the 2019-2026 dashboard period.","Expansion status may help contextualize adult enrollment levels, application volume, and state-to-state differences in program mix and coverage pathways.",KFF State Health Facts: Status of State Action on the Medicaid Expansion Decision,https://www.kff.org/affordable-care-act/state-indicator/state-activity-around-expanding-medicaid-under-the-affordable-care-act/,kff,,medium,"Massachusetts was an ACA Medicaid expansion state during the dashboard period, a structural difference that may help contextualize enrollment and operations patterns.",needs_review,2026-06-22,Implementation predates 2019 but shapes the program structure observed during the dashboard period. Second pass: retain as structured expansion background; too generic to use as the main dashboard blurb by itself.,background_context,structural_background,verified_reputable_secondary,no,background_only
Massachusetts,MA,12-month postpartum Medicaid coverage extension implemented,,,postpartum extension,"KFF reported that Massachusetts had implemented a 12-month postpartum Medicaid coverage extension as of March 19, 2026. In February 2022, Massachusetts sent a letter to CMS stating its intent to withdraw its pending 1115 waiver amendment under the MassHealth waiver that would have extended postpartum coverage to 12 months and instead pursue the postpartum coverage extension under the American Rescue Plan Act.","Extended postpartum coverage may help contextualize postpartum retention, maternal coverage continuity, and program mix in public enrollment counts.",KFF Medicaid Postpartum Coverage Extension Tracker,https://www.kff.org/medicaid/medicaid-postpartum-coverage-extension-tracker/,kff,,medium,"KFF reports that Massachusetts implemented a 12-month postpartum Medicaid coverage extension, a policy context that may help explain postpartum coverage continuity in the dashboard period.",needs_review,2026-06-22,"In February 2022, Massachusetts sent a letter to CMS stating its intent to withdraw its pending 1115 waiver amendment under the MassHealth waiver that would have extended postpartum coverage to 12 months and instead pursue the postpartum coverage extension under the American Rescue Plan Act. On July 26, CMS approved Massachusetts' SPA for a 12-month PPC extension for Medicaid. Second pass: retain as background; postpartum extension is useful but should not be the only blurb unless no stronger state-specific context is found.",background_context,weak_generic,verified_reputable_secondary,no,background_only
Massachusetts,MA,Additional postpartum policy detail noted by KFF,,,postpartum extension,"In February 2022, Massachusetts sent a letter to CMS stating its intent to withdraw its pending 1115 waiver amendment under the MassHealth waiver that would have extended postpartum coverage to 12 months and instead pursue the postpartum coverage extension under the American Rescue Plan Act.","This additional design detail may help contextualize postpartum retention, eligibility pathways, or who is included in coverage extensions.",KFF Medicaid Postpartum Coverage Extension Tracker,https://www.kff.org/medicaid/medicaid-postpartum-coverage-extension-tracker/,kff,,high,Massachusetts withdrew a pending waiver amendment and instead used the ARPA state plan option for its 12-month postpartum extension.,needs_review,2026-06-22,Added because the KFF footnote includes a state-specific policy design detail beyond basic implementation status. Second pass: retain as background; postpartum extension is useful but should not be the only blurb unless no stronger state-specific context is found.,background_context,weak_generic,verified_reputable_secondary,no,background_only
Michigan,MI,ACA Medicaid expansion in effect during dashboard period,2014-04-01,,Medicaid expansion,"KFF reported that Michigan implemented the ACA Medicaid expansion on April 1, 2014; because this predates 2019, it is included as structural context for the 2019-2026 dashboard period.","Expansion status may help contextualize adult enrollment levels, application volume, and state-to-state differences in program mix and coverage pathways.",KFF State Health Facts: Status of State Action on the Medicaid Expansion Decision,https://www.kff.org/affordable-care-act/state-indicator/state-activity-around-expanding-medicaid-under-the-affordable-care-act/,kff,,medium,"Michigan was an ACA Medicaid expansion state during the dashboard period, a structural difference that may help contextualize enrollment and operations patterns.",needs_review,2026-06-22,Implementation predates 2019 but shapes the program structure observed during the dashboard period. Second pass: retain as structured expansion background; too generic to use as the main dashboard blurb by itself.,background_context,structural_background,verified_reputable_secondary,no,background_only
Michigan,MI,12-month postpartum Medicaid coverage extension implemented,2022-04-14,,postpartum extension,"KFF reported that Michigan had implemented a 12-month postpartum Medicaid coverage extension as of March 19, 2026. CMS approved Michigan's state plan amendment on April 14, 2022.","Extended postpartum coverage may help contextualize postpartum retention, maternal coverage continuity, and program mix in public enrollment counts.",KFF Medicaid Postpartum Coverage Extension Tracker,https://www.kff.org/medicaid/medicaid-postpartum-coverage-extension-tracker/,kff,,high,"Michigan had implemented a 12-month postpartum Medicaid coverage extension by April 14, 2022, a policy context that may help explain postpartum coverage continuity in the dashboard period.",needs_review,2026-06-22,"CMS approved Michigan's state plan amendment on April 14, 2022. Second pass: retain as background; postpartum extension is useful but should not be the only blurb unless no stronger state-specific context is found.",background_context,weak_generic,verified_reputable_secondary,no,background_only
Minnesota,MN,ACA Medicaid expansion in effect during dashboard period,2014-01-01,,Medicaid expansion,"KFF reported that Minnesota implemented the ACA Medicaid expansion on January 1, 2014; because this predates 2019, it is included as structural context for the 2019-2026 dashboard period.","Expansion status may help contextualize adult enrollment levels, application volume, and state-to-state differences in program mix and coverage pathways.",KFF State Health Facts: Status of State Action on the Medicaid Expansion Decision,https://www.kff.org/affordable-care-act/state-indicator/state-activity-around-expanding-medicaid-under-the-affordable-care-act/,kff,,medium,"Minnesota was an ACA Medicaid expansion state during the dashboard period, a structural difference that may help contextualize enrollment and operations patterns.",needs_review,2026-06-22,Implementation predates 2019 but shapes the program structure observed during the dashboard period. Second pass: retain as structured expansion background; too generic to use as the main dashboard blurb by itself.,background_context,structural_background,verified_reputable_secondary,no,background_only
Minnesota,MN,12-month postpartum Medicaid coverage extension implemented,2022-06-16,,postpartum extension,"KFF reported that Minnesota had implemented a 12-month postpartum Medicaid coverage extension as of March 19, 2026. CMS approved Minnesota's state plan amendment on June 16, 2022.","Extended postpartum coverage may help contextualize postpartum retention, maternal coverage continuity, and program mix in public enrollment counts.",KFF Medicaid Postpartum Coverage Extension Tracker,https://www.kff.org/medicaid/medicaid-postpartum-coverage-extension-tracker/,kff,,high,"Minnesota had implemented a 12-month postpartum Medicaid coverage extension by June 16, 2022, a policy context that may help explain postpartum coverage continuity in the dashboard period.",needs_review,2026-06-22,"CMS approved Minnesota's state plan amendment on June 16, 2022. Second pass: retain as background; postpartum extension is useful but should not be the only blurb unless no stronger state-specific context is found.",background_context,weak_generic,verified_reputable_secondary,no,background_only
Mississippi,MS,ACA Medicaid expansion not adopted as of May 2026,2026-05-21,,Medicaid expansion,KFF reported that Mississippi had not adopted the ACA Medicaid expansion as of May 2026.,"Non-expansion status may help contextualize adult eligibility pathways, enrollment levels, and how application and renewal activity compare with expansion states.",KFF State Health Facts: Status of State Action on the Medicaid Expansion Decision,https://www.kff.org/affordable-care-act/state-indicator/state-activity-around-expanding-medicaid-under-the-affordable-care-act/,kff,,high,"Mississippi remained a non-expansion state as of May 2026, a structural policy difference that may help contextualize enrollment and eligibility patterns in this dashboard.",needs_review,2026-06-22,KFF May 2026 status snapshot. Second pass: retain as structured expansion background; too generic to use as the main dashboard blurb by itself.,background_context,structural_background,verified_reputable_secondary,no,background_only
Mississippi,MS,12-month postpartum Medicaid coverage extension implemented,2023-12-13,,postpartum extension,"KFF reported that Mississippi had implemented a 12-month postpartum Medicaid coverage extension as of March 19, 2026. CMS approved Mississippi's state plan amendment on December 13, 2023","Extended postpartum coverage may help contextualize postpartum retention, maternal coverage continuity, and program mix in public enrollment counts.",KFF Medicaid Postpartum Coverage Extension Tracker,https://www.kff.org/medicaid/medicaid-postpartum-coverage-extension-tracker/,kff,,high,"Mississippi had implemented a 12-month postpartum Medicaid coverage extension by December 13, 2023, a policy context that may help explain postpartum coverage continuity in the dashboard period.",needs_review,2026-06-22,"CMS approved Mississippi's state plan amendment on December 13, 2023 Second pass: retain as background; postpartum extension is useful but should not be the only blurb unless no stronger state-specific context is found.",background_context,weak_generic,verified_reputable_secondary,no,background_only
Missouri,MO,ACA Medicaid expansion in effect during dashboard period,2021-10-01,,Medicaid expansion,"KFF reported that Missouri implemented the ACA Medicaid expansion on October 1, 2021.","Expansion status may help contextualize adult enrollment levels, application volume, and state-to-state differences in program mix and coverage pathways.",KFF State Health Facts: Status of State Action on the Medicaid Expansion Decision,https://www.kff.org/affordable-care-act/state-indicator/state-activity-around-expanding-medicaid-under-the-affordable-care-act/,kff,,high,"Missouri was an ACA Medicaid expansion state during the dashboard period, a structural difference that may help contextualize enrollment and operations patterns.",needs_review,2026-06-22,"Implementation date falls within the dashboard period. KFF lists ballot initiative adoption as Yes (August 2020). Second pass: expansion implementation during the dashboard window is useful structured background, but should not automatically be the main blurb if a more state-specific event is available.",background_context,structural_background,verified_reputable_secondary,no,background_only
Missouri,MO,Expansion implementation details or follow-on policy actions noted by KFF,2021-07-01,,Medicaid expansion,"After a 2020 ballot measure and litigation, Missouri began accepting expansion applications in August 2021 and processing them in October 2021, with coverage retroactive to July 1, 2021.","Implementation details such as ballot measures, litigation, delayed implementation, or waiver conditions may help contextualize changes around expansion timing and program operations.",KFF State Health Facts: Status of State Action on the Medicaid Expansion Decision,https://www.kff.org/affordable-care-act/state-indicator/state-activity-around-expanding-medicaid-under-the-affordable-care-act/,kff,,high,"After a 2020 ballot measure and litigation, Missouri began accepting expansion applications in August 2021 and processing them in October 2021, with coverage retroactive to July 1, 2021.",needs_review,2026-06-22,"Pulled from KFF state-specific footnote on the expansion tracker. Second pass: expansion implementation during the dashboard window is useful structured background, but should not automatically be the main blurb if a more state-specific event is available.",background_context,structural_background,verified_reputable_secondary,no,background_only
Missouri,MO,12-month postpartum Medicaid coverage extension implemented,2023-11-14,,postpartum extension,"KFF reported that Missouri had implemented a 12-month postpartum Medicaid coverage extension as of March 19, 2026. CMS approved Missouri's state plan amendment on November 14, 2023","Extended postpartum coverage may help contextualize postpartum retention, maternal coverage continuity, and program mix in public enrollment counts.",KFF Medicaid Postpartum Coverage Extension Tracker,https://www.kff.org/medicaid/medicaid-postpartum-coverage-extension-tracker/,kff,,high,"Missouri had implemented a 12-month postpartum Medicaid coverage extension by November 14, 2023, a policy context that may help explain postpartum coverage continuity in the dashboard period.",needs_review,2026-06-22,"CMS approved Missouri's state plan amendment on November 14, 2023 Second pass: retain as background; postpartum extension is useful but should not be the only blurb unless no stronger state-specific context is found.",background_context,weak_generic,verified_reputable_secondary,no,background_only
Montana,MT,ACA Medicaid expansion in effect during dashboard period,2016-01-01,,Medicaid expansion,"KFF reported that Montana implemented the ACA Medicaid expansion on January 1, 2016; because this predates 2019, it is included as structural context for the 2019-2026 dashboard period.","Expansion status may help contextualize adult enrollment levels, application volume, and state-to-state differences in program mix and coverage pathways.",KFF State Health Facts: Status of State Action on the Medicaid Expansion Decision,https://www.kff.org/affordable-care-act/state-indicator/state-activity-around-expanding-medicaid-under-the-affordable-care-act/,kff,,medium,"Montana was an ACA Medicaid expansion state during the dashboard period, a structural difference that may help contextualize enrollment and operations patterns.",needs_review,2026-06-22,Implementation predates 2019 but shapes the program structure observed during the dashboard period. Second pass: retain as structured expansion background; too generic to use as the main dashboard blurb by itself.,background_context,structural_background,verified_reputable_secondary,no,background_only
Montana,MT,Expansion trigger law in place as of May 2026,2026-05-21,,other,KFF reported that Montana had an expansion trigger law in place as of May 2026 that requires termination of expansion if the federal funding share drops.,"Expansion trigger laws may help contextualize policy stability, financing conditions, and how future enrollment changes should be interpreted.",KFF State Health Facts: Status of State Action on the Medicaid Expansion Decision,https://www.kff.org/affordable-care-act/state-indicator/state-activity-around-expanding-medicaid-under-the-affordable-care-act/,kff,,high,"Montana had an expansion-related trigger law in place as of May 2026, a policy detail that may matter when interpreting longer-run expansion stability.",needs_review,2026-06-22,KFF footnote identifies this as a termination trigger tied to federal funding. Second pass: structural background only; not a primary blurb candidate without additional state-specific support.,background_context,structural_background,verified_reputable_secondary,no,background_only
Montana,MT,12-month postpartum Medicaid coverage extension implemented,2023-10-16,,postpartum extension,"KFF reported that Montana had implemented a 12-month postpartum Medicaid coverage extension as of March 19, 2026. CMS approved Montana's state plan amendment on October 16, 2023","Extended postpartum coverage may help contextualize postpartum retention, maternal coverage continuity, and program mix in public enrollment counts.",KFF Medicaid Postpartum Coverage Extension Tracker,https://www.kff.org/medicaid/medicaid-postpartum-coverage-extension-tracker/,kff,,high,"Montana had implemented a 12-month postpartum Medicaid coverage extension by October 16, 2023, a policy context that may help explain postpartum coverage continuity in the dashboard period.",needs_review,2026-06-22,"CMS approved Montana's state plan amendment on October 16, 2023 Second pass: retain as background; postpartum extension is useful but should not be the only blurb unless no stronger state-specific context is found.",background_context,weak_generic,verified_reputable_secondary,no,background_only
Nebraska,NE,ACA Medicaid expansion in effect during dashboard period,2020-10-01,,Medicaid expansion,"KFF reported that Nebraska implemented the ACA Medicaid expansion on October 1, 2020.","Expansion status may help contextualize adult enrollment levels, application volume, and state-to-state differences in program mix and coverage pathways.",KFF State Health Facts: Status of State Action on the Medicaid Expansion Decision,https://www.kff.org/affordable-care-act/state-indicator/state-activity-around-expanding-medicaid-under-the-affordable-care-act/,kff,,high,"Nebraska was an ACA Medicaid expansion state during the dashboard period, a structural difference that may help contextualize enrollment and operations patterns.",needs_review,2026-06-22,"Implementation date falls within the dashboard period. KFF lists ballot initiative adoption as Yes (November 2018). Second pass: expansion implementation during the dashboard window is useful structured background, but should not automatically be the main blurb if a more state-specific event is available.",background_context,structural_background,verified_reputable_secondary,no,background_only
Nebraska,NE,Expansion implementation details or follow-on policy actions noted by KFF,2021-10-01,,Medicaid expansion,"After a 2018 ballot measure, Nebraska delayed implementation while seeking an 1115 waiver; it later ended work and healthy-behavior requirements and began full benefits for all expansion adults on October 1, 2021.","Implementation details such as ballot measures, litigation, delayed implementation, or waiver conditions may help contextualize changes around expansion timing and program operations.",KFF State Health Facts: Status of State Action on the Medicaid Expansion Decision,https://www.kff.org/affordable-care-act/state-indicator/state-activity-around-expanding-medicaid-under-the-affordable-care-act/,kff,,high,"After a 2018 ballot measure, Nebraska delayed implementation while seeking an 1115 waiver; it later ended work and healthy-behavior requirements and began full benefits for all expansion adults on October 1, 2021.",needs_review,2026-06-22,"Pulled from KFF state-specific footnote on the expansion tracker. Second pass: expansion implementation during the dashboard window is useful structured background, but should not automatically be the main blurb if a more state-specific event is available.",background_context,structural_background,verified_reputable_secondary,no,background_only
Nebraska,NE,12-month postpartum Medicaid coverage extension implemented,2023-12-08,,postpartum extension,"KFF reported that Nebraska had implemented a 12-month postpartum Medicaid coverage extension as of March 19, 2026. CMS approved Nebraka's state plan amendment on December 8, 2023","Extended postpartum coverage may help contextualize postpartum retention, maternal coverage continuity, and program mix in public enrollment counts.",KFF Medicaid Postpartum Coverage Extension Tracker,https://www.kff.org/medicaid/medicaid-postpartum-coverage-extension-tracker/,kff,,high,"Nebraska had implemented a 12-month postpartum Medicaid coverage extension by December 8, 2023, a policy context that may help explain postpartum coverage continuity in the dashboard period.",needs_review,2026-06-22,"CMS approved Nebraka's state plan amendment on December 8, 2023 Second pass: retain as background; postpartum extension is useful but should not be the only blurb unless no stronger state-specific context is found.",background_context,weak_generic,verified_reputable_secondary,no,background_only
Nevada,NV,ACA Medicaid expansion in effect during dashboard period,2014-01-01,,Medicaid expansion,"KFF reported that Nevada implemented the ACA Medicaid expansion on January 1, 2014; because this predates 2019, it is included as structural context for the 2019-2026 dashboard period.","Expansion status may help contextualize adult enrollment levels, application volume, and state-to-state differences in program mix and coverage pathways.",KFF State Health Facts: Status of State Action on the Medicaid Expansion Decision,https://www.kff.org/affordable-care-act/state-indicator/state-activity-around-expanding-medicaid-under-the-affordable-care-act/,kff,,medium,"Nevada was an ACA Medicaid expansion state during the dashboard period, a structural difference that may help contextualize enrollment and operations patterns.",needs_review,2026-06-22,Implementation predates 2019 but shapes the program structure observed during the dashboard period. Second pass: retain as structured expansion background; too generic to use as the main dashboard blurb by itself.,background_context,structural_background,verified_reputable_secondary,no,background_only
Nevada,NV,12-month postpartum Medicaid coverage extension implemented,2024-05-03,,postpartum extension,"KFF reported that Nevada had implemented a 12-month postpartum Medicaid coverage extension as of March 19, 2026. CMS approved Nevada's state plan amendment on May 3, 2024","Extended postpartum coverage may help contextualize postpartum retention, maternal coverage continuity, and program mix in public enrollment counts.",KFF Medicaid Postpartum Coverage Extension Tracker,https://www.kff.org/medicaid/medicaid-postpartum-coverage-extension-tracker/,kff,,high,"Nevada had implemented a 12-month postpartum Medicaid coverage extension by May 3, 2024, a policy context that may help explain postpartum coverage continuity in the dashboard period.",needs_review,2026-06-22,"CMS approved Nevada's state plan amendment on May 3, 2024 Second pass: retain as background; postpartum extension is useful but should not be the only blurb unless no stronger state-specific context is found.",background_context,weak_generic,verified_reputable_secondary,no,background_only
New Hampshire,NH,ACA Medicaid expansion in effect during dashboard period,2014-08-15,,Medicaid expansion,"KFF reported that New Hampshire implemented the ACA Medicaid expansion on August 15, 2014; because this predates 2019, it is included as structural context for the 2019-2026 dashboard period.","Expansion status may help contextualize adult enrollment levels, application volume, and state-to-state differences in program mix and coverage pathways.",KFF State Health Facts: Status of State Action on the Medicaid Expansion Decision,https://www.kff.org/affordable-care-act/state-indicator/state-activity-around-expanding-medicaid-under-the-affordable-care-act/,kff,,medium,"New Hampshire was an ACA Medicaid expansion state during the dashboard period, a structural difference that may help contextualize enrollment and operations patterns.",needs_review,2026-06-22,Implementation predates 2019 but shapes the program structure observed during the dashboard period. Second pass: retain as structured expansion background; too generic to use as the main dashboard blurb by itself.,background_context,structural_background,verified_reputable_secondary,no,background_only
New Hampshire,NH,Expansion trigger law in place as of May 2026,2026-05-21,,other,KFF reported that New Hampshire had an expansion trigger law in place as of May 2026 that requires termination of expansion if the federal funding share drops.,"Expansion trigger laws may help contextualize policy stability, financing conditions, and how future enrollment changes should be interpreted.",KFF State Health Facts: Status of State Action on the Medicaid Expansion Decision,https://www.kff.org/affordable-care-act/state-indicator/state-activity-around-expanding-medicaid-under-the-affordable-care-act/,kff,,high,"New Hampshire had an expansion-related trigger law in place as of May 2026, a policy detail that may matter when interpreting longer-run expansion stability.",needs_review,2026-06-22,KFF footnote identifies this as a termination trigger tied to federal funding. Second pass: structural background only; not a primary blurb candidate without additional state-specific support.,background_context,structural_background,verified_reputable_secondary,no,background_only
New Hampshire,NH,12-month postpartum Medicaid coverage extension implemented,,,postpartum extension,"KFF reported that New Hampshire had implemented a 12-month postpartum Medicaid coverage extension as of March 19, 2026. CMS approved New Hampshire's state plan amendment on Novemeber 3, 2023.","Extended postpartum coverage may help contextualize postpartum retention, maternal coverage continuity, and program mix in public enrollment counts.",KFF Medicaid Postpartum Coverage Extension Tracker,https://www.kff.org/medicaid/medicaid-postpartum-coverage-extension-tracker/,kff,,medium,"KFF reports that New Hampshire implemented a 12-month postpartum Medicaid coverage extension, a policy context that may help explain postpartum coverage continuity in the dashboard period.",needs_review,2026-06-22,"CMS approved New Hampshire's state plan amendment on Novemeber 3, 2023. Second pass: retain as background; postpartum extension is useful but should not be the only blurb unless no stronger state-specific context is found.",background_context,weak_generic,verified_reputable_secondary,no,background_only
New Jersey,NJ,ACA Medicaid expansion in effect during dashboard period,2014-01-01,,Medicaid expansion,"KFF reported that New Jersey implemented the ACA Medicaid expansion on January 1, 2014; because this predates 2019, it is included as structural context for the 2019-2026 dashboard period.","Expansion status may help contextualize adult enrollment levels, application volume, and state-to-state differences in program mix and coverage pathways.",KFF State Health Facts: Status of State Action on the Medicaid Expansion Decision,https://www.kff.org/affordable-care-act/state-indicator/state-activity-around-expanding-medicaid-under-the-affordable-care-act/,kff,,medium,"New Jersey was an ACA Medicaid expansion state during the dashboard period, a structural difference that may help contextualize enrollment and operations patterns.",needs_review,2026-06-22,Implementation predates 2019 but shapes the program structure observed during the dashboard period. Second pass: retain as structured expansion background; too generic to use as the main dashboard blurb by itself.,background_context,structural_background,verified_reputable_secondary,no,background_only
New Jersey,NJ,12-month postpartum Medicaid coverage extension implemented,,,postpartum extension,"KFF reported that New Jersey had implemented a 12-month postpartum Medicaid coverage extension as of March 19, 2026. Proposed/implemented postpartum Medicaid expansions in these states include continuous eligibility during the postpartum coverage period.","Extended postpartum coverage may help contextualize postpartum retention, maternal coverage continuity, and program mix in public enrollment counts.",KFF Medicaid Postpartum Coverage Extension Tracker,https://www.kff.org/medicaid/medicaid-postpartum-coverage-extension-tracker/,kff,,medium,"KFF reports that New Jersey implemented a 12-month postpartum Medicaid coverage extension, a policy context that may help explain postpartum coverage continuity in the dashboard period.",needs_review,2026-06-22,Proposed/implemented postpartum Medicaid expansions in these states include continuous eligibility during the postpartum coverage period. Continuous eligibility allows postpartum individuals to remain enrolled during the extended postpartum period by disregarding changes in income which would make them ineligible for coverage. New Jersey has implemented its postpartum extension through a Section 1115 waiver. Second pass: retain as background; postpartum extension is useful but should not be the only blurb unless no stronger state-specific context is found.,background_context,weak_generic,verified_reputable_secondary,no,background_only
New Jersey,NJ,Additional postpartum policy detail noted by KFF,,,postpartum extension,Proposed/implemented postpartum Medicaid expansions in these states include continuous eligibility during the postpartum coverage period.,"This additional design detail may help contextualize postpartum retention, eligibility pathways, or who is included in coverage extensions.",KFF Medicaid Postpartum Coverage Extension Tracker,https://www.kff.org/medicaid/medicaid-postpartum-coverage-extension-tracker/,kff,,high,"New Jersey’s postpartum extension includes continuous eligibility, which may help contextualize postpartum retention and churn patterns.",needs_review,2026-06-22,Added because the KFF footnote includes a state-specific policy design detail beyond basic implementation status. Second pass: retain as background; postpartum extension is useful but should not be the only blurb unless no stronger state-specific context is found.,background_context,weak_generic,verified_reputable_secondary,no,background_only
New Mexico,NM,ACA Medicaid expansion in effect during dashboard period,2014-01-01,,Medicaid expansion,"KFF reported that New Mexico implemented the ACA Medicaid expansion on January 1, 2014; because this predates 2019, it is included as structural context for the 2019-2026 dashboard period.","Expansion status may help contextualize adult enrollment levels, application volume, and state-to-state differences in program mix and coverage pathways.",KFF State Health Facts: Status of State Action on the Medicaid Expansion Decision,https://www.kff.org/affordable-care-act/state-indicator/state-activity-around-expanding-medicaid-under-the-affordable-care-act/,kff,,medium,"New Mexico was an ACA Medicaid expansion state during the dashboard period, a structural difference that may help contextualize enrollment and operations patterns.",needs_review,2026-06-22,Implementation predates 2019 but shapes the program structure observed during the dashboard period. Second pass: retain as structured expansion background; too generic to use as the main dashboard blurb by itself.,background_context,structural_background,verified_reputable_secondary,no,background_only
